answer,query_text,program_text,filename
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,65.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,65.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,65.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,65.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,65.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,65.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,65.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,65.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,65.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,65.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,65.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,65.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,65.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,65.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,65.jpg
no,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,65.jpg
no,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,65.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,66.jpg
5,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,66.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,66.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,66.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,66.jpg
5,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,66.jpg
5,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,66.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,66.jpg
5,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,66.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,66.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,66.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,66.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,66.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,66.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,66.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,66.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,66.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,66.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,66.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,66.jpg
circle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,67.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,67.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,67.jpg
1,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,67.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,67.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,67.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,67.jpg
5,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,67.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,67.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,67.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,67.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,67.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,67.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,67.jpg
no,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,67.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,67.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,67.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,67.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,67.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,67.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,68.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,68.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,68.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,68.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,68.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,68.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,68.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,68.jpg
circle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,68.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,68.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,68.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,68.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,68.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,68.jpg
no,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,68.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,68.jpg
rectangle,What is the shape of the blue of the object?,filter blue <nxt> query shape,68.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,68.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,68.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,68.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,69.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,69.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,69.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,69.jpg
1,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,69.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,69.jpg
1,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,69.jpg
5,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,69.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,69.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,69.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,69.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,69.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,69.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,69.jpg
rectangle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,69.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,69.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,69.jpg
no,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,69.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,69.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,69.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,70.jpg
circle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,70.jpg
